Movie,Name,Review,Score
The Perfect Host,Ben,"ummm. I too have seen this movie. It was worse the second time.

2 cheeky lil abrams boxes.",2
Throw Momma From the Train,Ben,"I don’t have like a ton to say about it.

The end part on the train when momma's face was gonna get smashed and head decapitated never happened so that bummmmmed me out.

But the flip book was tight, so it gets a 2 mr guys coffee table books of 100 girls i'd like to pork.",2
Midnight Run,Ben,"johnson: I did love the barkeep looking at the window and getting swindled. ""hey I think I been swindled""

kevin: charles grodin woulda presented himself as mosley.

Jordan: cause local police came out and like eyyy wadda you talkin bout. That woulda taken a week in 1987.

hake: mosley got fired at the end of the movie.

jordan: hes a grifter man, he's a fake.

hake: he busts serrano at the end.

johnson: pointers about serrano? good to feel like a cop again. FBI was like ""this all goes straight you gotta job.

hake: groden loses deniro to marvin, the the guy behind the diner counter serving him coffee was in repo man.the weirdo with the one line i remember. john wayne guy. always burning trash and talking about time travel in repo man.

sam: i didnt see repo man dawg. i left before everyone watched it. i was not listening til someone heard my name.

hake: repo man on the table for the chucklefucks.

sam: im embarrassed i havent seen this movie.

hake: i feel embarrassed cause these guys dont know what im talkin bout shhhhh.

jordan: only thing i recognize is from repoman.

ryan: my experience watching repoman was we were outdoors and people were talking over it.

====

yeah so since i said alll that stuff about repo man, im gonna go with 4 non-counterfeit counterfiet 20s.",4
Hard-Boiled,Ben,"I thought this movie had a lot violence and strong bullets and strong bodies.

I also thought that the version I watched had interesting font for the subtitles. That was pretty cool.

Most of the cantonese seemed to be dubbed over, I think called adr. it kinda messed with my head a bit, and i dont know where im going with this.

i liked it but too long. 3 day saving little piss pots.",3
Toys,Ben,"okay.

I watched this movie on my phone. Yes the same phone that's now busted. I watched before it was busted.

Laughter.

I thought this movie was trying to be something that it wasn’t and therefore I didn’t really enjoy it all that much.

however, the scene where the general kills all the un truck was my favorite, and so it gets 2 cancelled safe space peas and carrots.",2
The Last Emporer,Ben,"I wrote down this quote and it goes like this:

""you are responsible for what you do""

okay, and that was the thing the prison guard said to henry. And that really showed how important it is to be reeducated.

No but for real, this movie had a huge impact on me the first time i saw and i really enjoyed it and looked past a lot of the weird shit even the second (well this was the third time) i saw it.

4 turds in a bowl.",4
Strange Brew,Ben,"I really think that this movie was a lot of fun to watch.

Rick and um. The other guy, they were both great, except I knew that rick was in movies I had seen before.

So that gave him more points.

Regardless, of all that. We can say for certain that Hake is a great guy, who picked a great and funny one. It really warmed my sould to know the he was driving across america watchin this movie on a fuckin VHS.

Good one hake. This gets 5 two minute pisses on a looney bin from this guy.
",5
Equilibrium,Ben,"sensing.

All of those reviews gave me a ton of joy.

Im so happy that I got to share this movie with all of you, either for the first or second 4 tayes diggss faces on a marble lfoor.",4
The Natural,Ben,"okay Ill review this movie. I think that the subplot with harriet bird and memo pariso could have been fleshed out a bit more and that bummed me aout a bit.

I think that it would have been cooler if roy hobbs only hit homeruns 100% of the time. but otherwise it was was pretty great and i wish i had his haircut.

4 tiny little poison morsel tartlets from me!
",4
Little Shop of Horrors,Ben,"so ill review this.

I think I agree with pretty much everyone about most of the stuff we talked about.

Loved the practical effects and puppeteering. Loved the voice acting and thought steve martin was awesome in the way he got eaten by the hero.

the hero of this movie was audry II and it's clones.

the destruction of the human race was it's goal, and it succeeded, and its a damn shame that the actual plot of the movie was not known by most moviegoers of this film.

ima give this one a 4 glitterly lily funeral arrangements.",4
Uncle Buck,Ben,"I watched this movie on my birthday.

I asked alison if I could watch this movie on my birhday and make a cake and um eat indian food, and we had a great time.

Jean watched the first hour. Then she had to go to bed, then we watched the last 40 minutes.

this movie was very serious. I thought it was going to be more goofy.

I also thought it was very goofy. and not as serious as i thought it would be!

such a paradox. paradoxes are pretty tight, and so is this movie, i give uncle buck 4 gnat eating circumcisms.",4
Office Space,Ben,"office space. Rules.

I watched this on comedy central.

I don't konw how i old i was when this came out. This movie is pretty tight. It had an actual impact on my career (not good).

I think its hilarious its really good I like this movie you guys should like this movie too - 4 bobs.",4
The Karate Kid,Ben,"um. I liked it. But I also thought it should have been called the kung-fu kid.

Pretty lame if you ask me.

Jaden was pretty good. I thought the girl was pretty good, so that is where I disagree with everyone.

Too much agression in the competition, didnt make sense to me.

so it gets 3 jackets-off with attitude.",3
Jupiter Ascending (re-view),Ben,"I watched watched this by myself and I actually thought it was more enteratining than I expected it to be!

Um but it still really sucked badly, with the action and acting and script, so ill gvie it 2 space roller blades. Gotta get those differential equations.",2
Dhoom,Ben,"
By ChatGTP
""Dhoom (2004) is a classic Bollywood film that has all the elements of a typical Bollywood movie: drama, action, and song-and-dance. However, for me personally, the movie didn't quite live up to the hype.

The story revolves around a police officer named Jai Dixit and his sidekick Ali Akbar Fateh Khan, who set out to capture a ruthless biker thief named Kabir. The plot was predictable and at times, a little too over-the-top for my taste. The acting was decent, but nothing particularly outstanding.

One of the highlights of the movie for me were the action scenes, particularly the high-speed bike chase. They were well-choreographed and definitely added some excitement to the film. However, the frequent song-and-dance numbers were not really my cup of tea and often felt out of place in the story.

Although I didn't find the movie particularly engaging, I did find myself laughing at some of the more humorous moments in the film. Overall, while I wouldn't say that Dhoom is a must-watch, it is still an entertaining film that fans of Bollywood movies may enjoy.""

I give this movie a 2 sunglasses.",2
Inu-Oh,Ben,"I had to watch this movie on my phone, but actually my phone has a pretty good screen so it wasn't that bad.

I also had headphones on while watching it, which is awesome, cause the soundtrack and sound effects ruled.

I really liked it. I liked how simple the story was. It was clearly a love story between two outcasts that wanted to be incasts.

4 cursed elongated arms. got it.",4
Super Mario Bros.,Ben,"watched this with Jean and Alison. Alison was constantly confused about why the hell it had nothing to do with mario. She kept being like ""wait, that's in mario?!""

Jean really liked Yoshi and just kept saying ""where's the baby dinosaur?!?!?!""

um, if Yoshi would have eaten Lena, woulda been 5 screamin martini worms, but instead it is 4 screamin martini worms i loved this movie.",4
We're Back: A Dinosaur's Story,Ben,It was fun to watch this with jean because she was soooooo hype on the dinosaurs. 4 circuses which have the notion of some spiiiiiiiiiieeece.,4
Blood Simple,Ben,"The same.

The same old song.

Dededededeedeeedeeed. The same. Same old song. Deeededeeededededede.

deedededeeedeedjfoasdijfpaosedifjaopsdifjasdopfjiopjasdfiojsdfaiojsdfaiojasdfojifasdiojasdfjiopsdfjiosdfaiasdfiopjasdfjiopasdfioasdfiojarfjioasfdiopjasdfojipasdfiojasdfjioasdfjioasdfiojasdfjio[asdfjioasdfjioasdfujioasdfojiasdfiojasdfjioasdfoujiasdfjio[asdfujioasdfjioasdfujio.

That's my review. This movie was BOOOOOORRRRRRRRRRRRIINNNNNNNNNGGGGGG until the end. So it gets 2 juicy, wet, curdled gallons o milko,.",2
Gattaca,Ben,"I saw this twice in 2023. and both times kinda liked it. I thought it had a subversive but not subversively benign enough ending. So it gets 3 multi gold medal winning exact replicas of michael phelpses.
",3
Every Which Way But Loose,Ben,"*cLyde*  
Very early in the movie we meet Clyde. He's an orangutang. After we meet him, he shares a beer with Clint Eastwood. This movie is absolutely insane.

*fights*  
There's lots of fighting in this movie, where Clint Eastwood is either outsized or outnumbered. Clint Eastwood always beats up the people he is fighting and wins without really needing to put in much effort.

*ma*  
Clint Eastwood's character has a crazy mom who has some sort of running gag regarding her ability to drive.

*the black widows*  
Clint Eastwood starts a fight with the local neo nazis, and they are trying to kill him. He also starts a fight with Skyler, the singer lady's boyfriend, who alsow ants to kill him.

*bar fights*  
This movie kind of reminds me of that other movie we watched this season with all the bar fights.There's lots of bar fights in this movie. At least 2 big ones. Alright, less than half way through the movie, the neo nazis, cops, and a shotgun weilding crazy guy are trying to kill clint.

*on the road*  
Now our adventurers have picked up a lady on the way to find the other lady. A monkey, two brothers and a lady named Echo are riding in a truck.

*neo nazis at the diner*  
There is a very weird scene at a diner where the neo nazis walk into a diner and then fight a bunch of the patrons outside. Then after the fight, a cop driving a semi-truck runs over one of the neo nazi's motorcycles. Then... i guess the patrons help the neo natzi's escape? I don't really know. I guess the cops are worse than neo nazi's in this world.

The vibe of this movie is offputting and strange. Vulgar, agressive, violent, filled with unnecessary and unexplaind destruction.

*mas yard*  
There is an awesome scene where the neo nazis drive their motorcycles all around the yard of clint eastwood's mom, and then she pulls out a shotgun and blows up a bunch of their motorcycles. They brought it upon themselves by destroying here porch.

*harmonizing at the bar*  
Later on we see the singer lady out at a new bar signing with a guy. They are harmonizing and I have now idea how they make that sound but it's reaaal nice.

*clint on the town with orangutang*  
Clint Eastwood takes the orangutang out on the town drinking beers, and goes to a couple of strip clubs. It's pretty bizzare. They walk passt the same storefront a couple times. I think they are supposed to be in denver at this point? I don't really know. We are slightly past halfway, and now the movie is starting to get a bit boring.

*orangutang sex*  
When clint get's back from a night on the town with his orangutang, he goes on a sort of tirade and needs to get out of town. He's upset that Clyde the organgutang doesn't have a lady orangutang to like.. make love with.. so he takes clyde to the fucking zoo.

Clyde goes into the orangutang enclosure and finds a female, shuts the door, and there's the implication that Clyde just had sex with the female.

*fight at meatpacking plant*  
There's a common theme about some legendary figher Tank Murdock... apparently Tank is just as good as our hero clint eastwood. Anyways, we arrive at a high intensity feed lot / meat packing plant combo, where orville has arranged clint eastwood to fight some guy who ""stacks up to tank murdock"", because our crew is running low on cash.

The fight ensues, and it starts off like clint is being cautious because the fight might be close, but then clint just completely obliterates this guy. Actually, i take it back. Turns out you can take a lot of shots to the face in this world. And cheat. The guy grabs a meathook and tries to actually kill clint eastwood with the meathook. Then the bookie who set up the fight is like ""we aint gonna pay yous fools"" but then the lady from the national lampoons movies actually pulls out a six shooter revolver and shoots one of the carcasses hanging near the asshole who was trying to con our heros.

*campsite*  
clint goes for a run at the campsite in the mountains. there was also a bowling and a scene with the cops earlier. And a scene where nancy is in daisy dukes and doing some bowling.

clint actually ran into nancy on his run, and mentions that she didn't even get a chance to meet clyde. There is perhaps some funny busines going on with nancy. she doesn't seem at all excited to see clint.

Then they have sex. In a hotel? In the truck? I dunno. She seems to be conning filo.

*fly fishing*  
the cops finally meet up with philo and the gang. he's caught some fish and they are going to kill him with shotguns. seems a bit unnecessary.

Fucking rattlesnake.

The cop is going to apparently blow philo's head off with a shotgun, but sees that Philo caught a very large fish, so instead of doing that, he starts helping philo with instructions on how to reel the fish in... then philo gives the cop the fishing rod and... when the fish is reeled in he smacks the cop in the face with the fish, and then punches out the other cop who was oddly sent around the lake as backup. then he sinks the truck of the cops.

*mountain town*  
we arrive in a mountain town. the nazis have met up with lynn and they discuss the matter of philo betto. lynn confirms that she doesn't really like philo. then philo rolls in and has a showdown with the neo nazis. He, predictably, kicks everyone's asses.

This movie kind of has a ""warriors"" vibe. Like the costumes and the way everyone is kind of archetypal. Orville hijacks a forklift dumptruck and then smashes all of the neo nazi's bikes. This movie is like... way too long.

*Dancing charlie rich lounge*  
more singing at a bar. It will likely result in some sort of big fight sequence. I'm ready for this, but honestly it's been enough. Or maybe just some good music. Mr. Charlie Rich signing some good songs.

Then we see lynn walk outside and kiss the guy she was signing with and she says ""knight me - want me"" and she is caught. The moment of reckoning.

This confrontation culminates in a violent outburst by lynn where she beats on clint and his face becomes bloodied. It is quite the spectacle.

*another fight - tank murdoch*  

Clint eastwood ha fighting shoes. They are actually running shoes. lol. brother at the start of the fight says ""dont worry about it philo, guys a real porker""

All of these fights have people not using any sort of guard. How come nobody uses their hands to protect themselves from getting punched in the face? Such a weird thing.

Clint eastwood, predictaibly beats the crap out of tank murdoch. He's now punched tankin the face like 30 times in a row. That's gotta be a game over. 3 knockdowns. 4 knockdowns.

Even though clint beats the crap out of tank murdoch, he throws the fight and gets punched to the ground. I think he threw the fight because he was feeling all sad about chasing that lady down.

I also don't really understand what the deal was with that guy hustling lynn or whatever. This movie has no point. This movie is i guess a seinfeld episode sort of movie.

final verdict? Not great, really weird, incredibly unsatisfying ending... kind of funny, kind of annoying, crappy fight scenes, good country music, and um... yeah I think this movie was just okay. Also the orangutang part was really weird.",3
Bloodsport,Jordan,,5
Killer Klowns From Outer Space,Jordan,,3
The Adventures of Buckaroo Bonsai Across the 8th Dimension,Jordan,,3
Jupiter Ascending (og),Jordan,,2
Wizards,Jordan,,1
Air Force One,Jordan,,4
Tremors,Jordan,I would give it 2 elephant guns.,4
Blue Chips,Jordan,,3
The Night is Short Walk On Girl,Jordan,,3
Little Monsters,Jordan,,4
To Wong Foo Thanks for Everything! Julie Newmar,Jordan,Fuck yah dude I'll take that shit all day.,5
The Big Chill,Jordan,"I think that this movie was fine. Its not a movie for me. Its really funny, but is it sometimes trying to be too funny. Theres super witty jokes but is it funny. Kassen having time not making statements about anything. You get old white people. thats find you gotta be succesful have money, the score was insane. i was insane about no breaks between music. tom barringers mustaceh was offputting. 2 dead kkcs
",2
Drib,Jordan,"loved the concept. Fact he even tried. I would watch any time this is th emost fascianting type of art and commedity me how shitty the world is how mundane I wanted it to do more. I really wanted that ""exit through the gift shop"" we created a monster and fooled everybody. fact that this movie was made at all. fact that movies like this being made. 4 slaps",4
Let the Corpses Tan,Jordan,"between 2 and 3… definitely ended this movie, well idid that right on check that off the box. Cause gives us an outlet to just bullshit and discuss things even if not for us or aimed at us or find it enjoyable. Round up to 3 dresses shot off maids",3
The Quiet Man,Jordan,"I did not enjoy this movie. I had a bummer time with it. I don’t know what this movie. ""sam was this sarcastic that you like movies"" yes ""I thought you were being genuine you piece of shit"" ""whats the limit, how recent does a movie have to be"" I guess i dont know i dont watch them ""whats the year"" mid 60s. ""cool with bond?"" i suppose. i have no nostalgia for it. this movie clearly did not give me a good foot in the door. did not enjoy anything about this movie. flynn is hilarious. its hard to watch a movie like this. yeah women's rights and shit. it just sucked I hated it. I enjoyed talking about it with you guys. -1000",1
The Little Prince,Jordan,between 3 and 4 coming out. Just be cause of the stuff we talked about. It was missing this or that from being one of the fantastic fucking story for kids and adults. Missing a tweak here this and whatever. Gonna give I less I was just initially mad at the relationship with the relatship with the little girl and aviator. fuck you man i still have an imagination. i can be a kid too. im a bean counter. i live in this world now i was resentful. for sure. this whimsical view. but like... talking to you guys abou tit. i like it um. you know the scene at th eend where they are tyring to sescape the business man planet and mr prince stomps puppet fox stomps on a foot. that warmed my dark cold soul. this movie trie dto do a little too much trying to do too many things greatly didnt do it great enough,3
The Glimmer Man,Jordan,"first steven segall movie, sensed he wasn’t up to par with other action movies. It was bad. not always in like  agreat way, I twas just kind of bad. bad. bad. fun stuff in an action movie ""dude that’s hilarous"" trying something and not trying something and trying to get away with it. steven tobolowski wild cast, i think steven segall has something i dont know what it is he's just this insane monster there is this sense of commanding charm funniness to him, all that being said, im with sam its a three like bruce lee or betters for me.",3
Masked and Anonymous,Jordan,I had a fuckin blast watchin this movie. I think this movies gonna suck dog shit. Ed harris. I gotta watch it tomorrow. Goddamnit that's still on my plate. I have to get that done. Was kinda drading it . put,1
There's Something About Mary,Jordan,plenty of dum dum 2-3 john richmant 3 beans above the frank,3
Medium Raw: Night of the Wolf,Jordan,I didn’t like this movie. I was made that I watched it. there werent any boobs. I don’t believe in giving movies less than 1 star. Im giving this movie zero dimple pies,0
They Live,Jordan,"I agree with a lot of that shit. Maybe its' hindsight looking 2020 lense wanting it to be a little more than it was. I was defintely watching it in that way and it didn’t even figure that out until maybe we were talking about it a little its carpenter its fucking carpenter hes going for something a little bit disspaointed exectued not mad about it strucgggling to get there im not going one way or the other i just dont think it was quite there i wanted it to be a more a littl emore like the thing halloween carpenter escape 3 pairs
ottally worthwile watching of 80s crazy sci fi",3
Don't Look Now,Jordan,"I also thought this was a pretty good movie. Um. Older horror suspensy 70s thrillery stuff I thought this was cool was def thinking of hereditary a lot just in like cerebrally type thing well ahead of its time. Intrigued by that. The audio was insane. talking more about it made me like it more. not knowing what the italians were saying added to confusing and unsettlingness unease. thought religious aspect was going to be more. wanted more unsettling stuff. give me more. more direct horrory type. that one jump cut when she comes out and screams and it cuts to a phone ringing i dont remember there was an audio jump cut super jarring first 30 minutes didnt love thes core or soundtrack so lighthearted wanted it to be more darker wasnt enoguh payoff at the end. going diff directions. simple. maybe good maybe bad. totally worthwhile if you horror fan. 3 licks of d sutherlands toopaaaazed mustache
",3
Blow Out,Jordan,"the person who uh picks it goes last. I auh. Enjoyed this movie. I watched it in two parts. I really enjoyed that first part I was like what the fuck is that movie. Blanked out about sound guy this movie is fucking ridiculous. I just uh. looked past the dumb shit in this movie. serial killer lithgow chase i was like okay this is what this movie is now. then it flipped script at end, he doesnt save her, she dies, hes listening to her being murdered, chillin in the snow. it was just so dark. i dont think it earned all of that payoff but it was going in this hilaroius type of way once it went for gut punch iw as like oh fuck okay. credits. props. wassup. i donno. i.... 3, 4. gonna say 3 screams (thassa good scream) goddamnit i wanted to do a 4
",3
Overlord,Jordan,"funky headspace. Gotta get this movie in. thought efortless joyride but instead I hated it. it was more frustrating than I wanted because it didn’t make any good choices. This movie was lame. Too much. What hake said I can see myself watching this tight movie again. its a pretty dont thinkabout it action movie. coulda made better choices but it wasnt as tight. decently well made fucking awesome actuion movime. nas is dad. credits song. nas and his dad. oldura. nasses lil daddy. but yea. i wanted it to be tighter but it was less tight and too bloated, sloggish, 11 to 2. but it was action movie. 3 tasty boys. middle of the road like a big ole bitch.

i cant see couldnt tell ya.",3
The Woman,Jordan,"I've been waiting to not be a complete piece of shit. I just wasn’t buying what it was trying to sell. I didn’t think th edark comedy was there. Gore horror not enough. Hated the villian. Villian was miscast. Mutliation of female body mysogeny is problem right its on you guys to like yeah its bad, show it normalize it. but we are saying its bad, you could make more effort. sound track ruined me. cant believe that i just fucking hated it so much. trying to put a time an dplace in this moviewe just a normal american family stars im gonna be nice 2 bloody stars of the hand. 2 is enough for me. i dont really. I don't really care about the rating system.

Sam: I just think it's funny that your words don't represent what you said.

Jordan: But I like to be a nice guy.

Jordan: We like to just shit on movies. but there are like movies... but. i will be more outspoken about the negative things i dont like. and then give it a two.",2
Phantasm Two,Jordan,"im trying to figure out what to say about this movie and I don’t know where to start.
I brought this movie to you guys because I liked it.
I didn’t take a risk, nope. I'm gonna do something I have seen and I like. I think this movie, and maybe i like it more after this conversation, talking abou the sense of like... its swinging for something. its being earnest. but also falling on its face and its straight up bad at times.
its schlocky and the actors are like. like reggie is arguably bad at acting. thats a nice way of saying it. but you're rootin for him for whatever intangible reasons, you want him to succeed. bros. muckin up. of course tehres tune out moments. this is a great movie to throw on at a party. you get to see a quad shotgun.
weird little midgets running around.
weird guy throws girl across room.
body gore
not cgi
this is a fun fun watch. pretty easy four quad shotguns for me. this is not a 5, not a 5, not at all. above a three tho. three i dont have anything nice i dont have anything negative to say",4
Pumping Iron,Jordan,"uhh. I don’t have a lot to say about this movie. This movie is a delight. Um. I love seeing a weird little glimpse into a subculture and its just an amazing treat that this subculture is championed and presidented by one fo th emost charasmatic and graciious and seemingly other than a few misstesp, im in the cult i fucking love arnold lou frigno was hilar. such a big baby boy. big bro lil bro to erybody arnold is a fuckin banger this is an EAZY 4 types of people that are the types of dogs to bite back hook line and sinker.",4
Election,Jordan,"I loved that dudes frosted tips and he said eat me.

After sam gives a banger of a rating I fucking loved this movie it was fantastic.

Loved all the 90s shit, 4 juicy fruits outta fishbowl, nice and simple, nice and clean.",4
Party Monster,Jordan,"is that good?

Alright. So um yeah I was like yeah definitely like hake, some of you when I started this movie iw as like. I was like. Oh god.

I don’t kno what it was I expected better performances a different aesthetic. Something else. i still even after finishing the movie..

i dont know about that movie

i dont know
i just
i dunno

i went to bed that way. i legit just...

this movie fucking lived in my brain

i didnt sleep well alst night, i was eeing club kid looks

in my brain

the whole time

and today the whole day i deep dived the entire fucking thing.

i grew to love this movie more and more as this covnversation went on.

insane and interesting subject matter

not perfectly.

in somethings all that well
overall it really hits. enough of what you want from it at least what it is gving you.

so yeah. im with you guys

4
money
success
fame
glamours

shag: one thing",4
Gone in 60 Seconds,Jordan,"much like hake there for sure. This was just engrained in my childhood… 12 or 13 when this came out. That summer or whatever when it came out on vhs… probably watched it a dozen or more times. The mummy… those movies are always engrained in my brain. When atley goes to meet roman caletrie with his hand i dont know what that means. its really hard for me to look at it. some of that racial stuff is a problem. this is clearly written by a white man and white people were not consulting with black people. the script the plot a couple dozen times i will see this another dozen times before i die. this is just one of those movies i will not have a problem seeing it. i love the music. the soudntrack. its great. i dunno i, not gonna go 5 im gonna go 4 lazer cut poopy dog keys that i get myyyyyyy jollys off with. coulda gone 5 but well see.",4
Dangerous Liaisons,Jordan,"I gotchu guy.

It didn’t scratch any of my itches. 1 double malkovitch wig.",1
Diamonds Are Forever,Jordan,"I was yeah I did. This movie. Kinda blew my mind. I had to reevaluate what I understood of bond. At least old bond.

I thought everyone in this movie was way tooo old. Average age was 56 years. They were coasting. Uh. Yeah its uh. yeah its a fun movie if you had like 8 hours and this was 2 hours and your kinda not paying attention but you kind of are. this could throw on the backround for the fun characters the win kid look that that stoopidassfuckinpinktie.

its whatever.

i was gonna give it 1 but maybe give it 2o just cause we turly dont understhat the movieabs 2 moonbuggywithplentyotoolefromjordan",2
The Bad News Bears,Jordan,"
Uh. Yeah.

I really really enjoyed this movie. I've loved this movie for eyars.

We talked about many of the reasons why. It really solidified why. Its the first kids sports movie to like do some of these things as far as the beats and while. It was the template for many kids movies that came not now but in the 80s was clearly biding on this sytle of movie as far as i am saying for the purposes of this speech. it completely subverts those.

its like no. im not gonna do the things they said they gonna do. no win. no super deep character growth or whatever.

this movie did something special.

the kid acting blew my fuckin mind.

the trailer for the newer version. its like watchin a fuckin like uh Adam Sandler movie. with a comedy gag where the kid get hit in th ehead. hit in the nuts. forever. waowhowowhwo. i dunno

it just really worked for me i liked the commentary of th eparents being a precurser to eau parents you see it on the yankees parents faces at the end of the game they could hav edone a lot more with this which is why i dont think it perfectly works they sell that they dont wanna just be kids too hes so pissed at his dad.

i think this movie did a lot of great shit i think i did a lot of shit th efirst time tweak fleshed a few things out wmakie it more rounded film i love this movie it gets a 4 cruds for me
",4
The Neon Demon,Jordan,"I ended last season so ill start this one. Start this trifecta of cannibals off.

I did not like this movie very much. Um.
There was just like so many moments where I thought there was something cool happening. I wasn’t in the right headspace for a styel over substance movie. some of the long scenes were just boring me.

when i thought the plot was moving along i immediately had to look at a picture of elle fanning staring at a mirror for 5 minutes.

ill never watch this movie again.

after the conversation i realized it wasnt a complete waste of time. cosmo panthos mandy fuckin movie style stuff i think samson said something about him being the height of pretention hes making it so ambiguous he wants you to walk away with watever you want you cant ambiguous if youw ant to make it in th emovie you guys know about this shit more than i do. 2 trifectas of cannibilizm.",2
Crocodile Dundee,Jordan,"similar boat I was pleasantly surprised about this movie I thought iwas getting something hammy and cheesy I like this era of comedy remind me of major leauge like americana like dim dnew doon. It was very nostalgiance I love 80s thye look like this racyness like uh like what r might be now but pg13inthe 80s theres problematic stuff but did not like theres no pint where i was like oh my good ooohhh goooodd

hes just so charismatic

when you let paul hogan be an australian guy it works but when doing written dialogue like um.

the girl was a smokeshow she was really working for me

the bathing suite hiking outfit gave me a boner

yeah it, its like, i would watch this movie again dont have a problem its not a perfect movie i would give it 3.5 if i could its on the 3 side of froths blownoffacouple.",3
Beavis and Butt-Head Do America,Jordan,"um.

I didn’t really enjoy this movie very much as well. Uh like sam said this was just not this was nott he show I was watching as a kidt hat ws subversive animation type of stuff.

Like I brought up earlier, this was gen x's answer as far as this typ eof humor to this society it lives in.

our brains are more broken we went through more shit when we were kids 9/11 wars, this humor is just fucking boring. lame. need something more absurd, bonkers, thats my satire i enjoy at this time in my life.

i cant say how well this was received by kids in the 90s by kids our age or whatever.

soundrack rocked.

i think mike judge doesnt deserve a 3 star rating, which is by my standards just middle of the road so gonna give it a 2 lil ole spidermonkeys,",2
A Prairie Home Companion,Jordan,"I would have looked at it differently if I was more familiar with the ip.

I was charmed by garrisson keeler doing his dry humor when they all getting ready all talkin past each other not getting the details of thes storyes. I was Hyped.

th emor eit got on it got messier and i just kind of lost the thread a little bit. i get that its like a hang movie. for me it personally just didnt catch me just because i wasnt familiar with it um.

i just thoguht it was long or kind of boring at times. i was still very charmed by a lot of it i thought it was funny i liked all the actors in it.

i just didnt think it worked at times where it wanted to. i just couldnt quite do what i wanted it to.

i loved this conversation talking with you guys i wish i was more acquainted with it.

3 failed hand rolled cigarettes by the kevin kline.",3
Django,Jordan,"um. I don’t think I really like western movies.

I don’t know. They were never part of my childhood. Clint eastwood was but I dunno.

I don’t think ill likethem. I don’t think this is one of those badges that ill have on my cinephile jacket.

i think theres just.... like.. i get why these movies are looked upon and better movies came after it that were influenced by these things. lets just get to those movies. i dont want to write off all westerns because thats rude

this movie was just very messy. i didnt really get it it. 4 coffins filled with machine guns but now filled with gold.

shag: i dont like westerns but.",4
Metropolis,Jordan,"shortcuts by changingth to d.

Jupie for best review?

Who knows?

Johnson for neon demon performed by sams serious voice.

Okay. Um. Watched this last night right after finishing the second hyperion book which is in some ways a similar thing. im glad i stopped and watched the bulk of it today.

i liked the experience but id idnt enjoy much of it other than the visuals

i didnt know the arc of this movie. wsa there any character growth for anyone?

the characters that are still around end up exactly like they are.

other than kenichi just wants to dance with robots.

they jsut destroyed a city and are in the exact same state.

i thought it looked cool i didnt think it played well after this conversation it played well.

gonna give it my least favorite rating: 3 uncles who dont give a shit about their nephew.

sam: makes joe about 5 uncles.
",3
Mr. Jealousy,Jordan,"yeah. Um.

Ieeee. Thought this movie was great with the comedy stuff.

I was really taken into a great spot with the comedy especially with the bombachs self refrential and self deprecating stuf.
Breaking 4th wall comedy like yeah dude i get it im a fuckin hipster makin this fuckin hipster movie im an asshole i get it.

like hes makin a movie about a bunch of fuckin white affluent people i dont give a shit about

sure i will give a shit about their problems

still didnt really like them. didnt need them. 

to quote when lester talks to dashell at the end it was a littl long at end 3 petersessions with donovich",3
Mars Attacks,Jordan,"to poorly follow that up as breifly as possible.

Yeah I uh. Also forgot tim burton directed this movie so I think I kinda had him looming over my viewing of this the frist time. I havent seen this since I was a kid.
I don’t know what about this particular viewing...

i get it is supposed to be stupid, i just thought it was so fucking stupid.

maybe if it was a little more honed in it could have been a better more tightly packaged product. it was just kinda all over the fuckin place.

while it was funny i dont think it was a home run so yeah, give me time with those people jack nicolson this is 3 attacks by mars. 3 upside down is m.",3
WR: Mysteries of the Organism,Jordan,"I don’t even know where to start with this. Cause i. I agree that you know this is an art house what is the point to try and analyze this.

For the first 30 minutes of this moive I put my pen down im going to try and let this wash over me right?

once it got into the narrative... the tagline of th emovie is like... it starts halfway through the movie. theres the iceskater this person gonna be with with

im gonna try and start writing some shit downs o i can be productive like a good commy

it iddnt work for me in a lotta ways it was exploitative and a propoganda film in its own way maybe trying to combat prop

we need to be sexual awaking to get cum out of man to risk destruction of man kind

theres a man making this movie and yes he is writing for females but he is writing them.

he try to maket hem sound sexually free but he saying it for them

i write it too much instead of let the 70s flow through me like jack lee

analysis hat and not enjoy it because of that

1 sexy soccerballvibes
",1
Monkey Bone,Jordan,"man I never saw this movie.

Some reason I knew kris katan was big part of it.

Watching it was just like am I thinking of idle hands or some other movie I didn’t understand why he was in this movie.

When it happened It was mangical

i went in with low exp
but then henry sellick and  attention to detail i was really enjoying

the humor aside the 90s mtv style edgy bonerjoke shit was obviously bad but henry sellik doing it all the stuff outside the real world was so amazing and slwo flord it and brendan frazier never act like monkeybone again

chris tan for prez.

4 organs of chris corpse
",4
